emoji_id,zero_shot,emoji_char,emoji_name,emoji_char_ascii,emoji_char_ascii_beg,emjpd_emoji_name_og,emjpd_aliases,emjpd_shortcodes,emjpd_full_description,emjpd_description_main,emjpd_description_side,hemj_emoji_description,emjpd_usage_info,emjpd_description_ref_emj,img_pc1,img_pc2,word_pc1,word_pc2,visual_cluster,semantic_cluster,token_pc1,token_pc2,token_cluster
1036,False,🎖️,military_medal,\U0001f396\ufe0f,\U0001f396,military medal,"['medal', 'medallion', 'military decoration']","[':medal:\n(Slack)\n', ':medal_military:\n(Github)\n', ':military_medal:\n(Emojipedia)\n']","a ribbon and medallion generally awarded to a person in the military for heroic acts.

military medal was approved as part of unicode 7.0 in 2014
and added to emoji 1.0 in 2015.
",a ribbon and medallion generally awarded to a person in the military for heroic acts.,"military medal was approved as part of unicode 7.0 in 2014
and added to emoji 1.0 in 2015.","the image of a military medal is an emoji simbolizing an award that is given for recognised military service. it can also be used in a context outside the military area. military medal emoji can mean ""he received a medal for his courage and outstanding resolve!"" or ""you deserve a medal for this!"".",,[],0.08145589,1.0002283,0.64772165,-0.42608473,0,6,7.062934398651123,-4.7884955406188965,7
1037,False,🌌,milky_way,\U0001f30c,\U0001f30c,milky way,"['galaxy', 'night sky', 'space', 'stars', 'universe']","[':milky_way:\n(Github, Slack, Emojipedia)\n']","the milky way – a galaxy of billions of stars that includes our own solar system and planet earth.
shown by many platforms as a night sky, with silhouettes of mountains or hills in the foreground.

milky way was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","the milky way – a galaxy of billions of stars that includes our own solar system and planet earth.
shown by many platforms as a night sky, with silhouettes of mountains or hills in the foreground.","milky way was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.","this icon depicts a night sky filled with the milky way galaxy stars inside a portrait frame. this emoji could mean star-gazing, astronomy, outer space, our galaxy, and nighttime. space emoji could be used to ask someone if they want to go star-gazing, or to indicate that the stars are looking exceptionally beautiful in the sky. this emoji has a strong romantic tone. it has neither a positive or negative connotation.
the milky way emoji appeared in 2010, and now is mainly known as the space emoji.",,[],0.26546276,-0.6588379,-0.4121723,-0.19355781,2,0,57.993011474609375,8.533652305603027,5
1038,False,➖,minus,\u2796,\u2796,minus,[],"[':minus:\n(Emojipedia)\n', ':heavy_minus_sign:\n(Github, Slack)\n']","
minus was approved as part of unicode 6.0 in 2010
under the name “heavy minus sign”
and added to emoji 1.0 in 2015.
",,"minus was approved as part of unicode 6.0 in 2010
under the name “heavy minus sign”
and added to emoji 1.0 in 2015.",the heavy minus sign emoji was added to the symbols category in 2010 as part of unicode 6.0 standard. this is a mature emoji and it should work on most devices.,,[],0.03836056,-0.23805228,-0.114333495,0.27892473,3,3,19.582427978515625,-42.98410415649414,0
1039,False,🪞,mirror,\U0001fa9e,\U0001fa9e,mirror,[],[':mirror:\n(Emojipedia)\n'],"a mirror with an ornate gold or silver frame. the shape and style of the mirror varies from platform to platform.
used to talk about mirrors, reflection, or self-reflection. 

mirror was approved as part of unicode 13.0 in 2020
and added to emoji 13.0 in 2020.

🚩 new in 2020: requires ios 14.2, android 11, samsung one ui 2.5 or above.","a mirror with an ornate gold or silver frame. the shape and style of the mirror varies from platform to platform.
used to talk about mirrors, reflection, or self-reflection. ","mirror was approved as part of unicode 13.0 in 2020
and added to emoji 13.0 in 2020.
🚩 new in 2020: requires ios 14.2, android 11, samsung one ui 2.5 or above.",,,['🚩'],0.11484707,-0.6714209,-0.71528524,-0.06712624,2,5,32.05659866333008,2.21331524848938,5
1040,False,🗿,moai,\U0001f5ff,\U0001f5ff,moai,"['easter island', 'human rock carving', 'moai', 'moyai statue']","[':moyai:\n(Github, Slack)\n', ':moai:\n(Emojipedia)\n']","a moai, one of the famed, giant stone statues of human figures on easter island. depicted as a gray stone carving of a stylized human head with a prominent brow and nose, most often facing left.
sometimes used for various idiosyncratic purposes, such as conveying a stoic, deadpan, or silly expression.
its official unicode name of moyai and inclusion in early japanese emoji sets, such as from au by kddi, suggest the emoji may represent the moyai statue near shibuya station in tokyo, japan; previous designs from google and microsoft resemble the tokyo statue. other tokyo landmarks are represented in 🗼 tokyo tower and, formerly, shibuya 109.

moai was approved as part of unicode 6.0 in 2010
under the name “moyai”
and added to emoji 1.0 in 2015.
","a moai, one of the famed, giant stone statues of human figures on easter island. depicted as a gray stone carving of a stylized human head with a prominent brow and nose, most often facing left.
sometimes used for various idiosyncratic purposes, such as conveying a stoic, deadpan, or silly expression.
its official unicode name of moyai and inclusion in early japanese emoji sets, such as from au by kddi, suggest the emoji may represent the moyai statue near shibuya station in tokyo, japan; previous designs from google and microsoft resemble the tokyo statue. other tokyo landmarks are represented in 🗼 tokyo tower and, formerly, shibuya 109.","moai was approved as part of unicode 6.0 in 2010
under the name “moyai”
and added to emoji 1.0 in 2015.","the image of a moyai is the emoji representing a statue located near shibuya station in tokyo, japan. the touristic point is used as inspiration for its alternative meaning - a type of human rock carving from easter island. moai emoji can refer to being ""petrified"" with fear or being silent, lack of desire to interfere.
the moai emoji appeared in 2010, and also known as the tiki emoji. sometimes it is mentioned as the easter island head emoji.","sometimes used for various idiosyncratic purposes, such as conveying a stoic, deadpan, or silly expression.",['🗼'],0.2310584,0.05121892,0.8997158,0.9463162,3,6,35.12143325805664,-13.014066696166992,5
1041,False,📱,mobile_phone,\U0001f4f1,\U0001f4f1,mobile phone,"['cell phone', 'iphone', 'smartphone']","[':iphone:\n(Github, Slack)\n', ':mobile_phone:\n(Emojipedia)\n']","a mobile phone (cell phone), as used to text, check social media, or take selfies. depicted as a black or gray smartphone with a generic blue screen or multicolored app icons. commonly used for various content concerning mobile phones, technology, and communication.
the designs from apple, google, microsoft, and samsung resemble phones offered by their respective companies, e.g., iphone. whatsapp’s design features a night sky as its wallpaper, displaying the time as 9:34. early designs from au by kddi resemble a traditional telephone receiver.
see also 📲 mobile phone with arrow.

mobile phone was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","a mobile phone (cell phone), as used to text, check social media, or take selfies. depicted as a black or gray smartphone with a generic blue screen or multicolored app icons. commonly used for various content concerning mobile phones, technology, and communication.
the designs from apple, google, microsoft, and samsung resemble phones offered by their respective companies, e.g., iphone. whatsapp’s design features a night sky as its wallpaper, displaying the time as 9:34. early designs from au by kddi resemble a traditional telephone receiver.
see also 📲 mobile phone with arrow.","mobile phone was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.","the mobile phone emoji is generally used in relation to a phone call. it rarely refers to the device itself, the emoji mostly being used to express an incoming call or the intent to call someone. writting mobile phone emoji is as if saying “someone is calling me!” or “i am going to call someone.” or “pick up the phone!”.
the mobile phone emoji appeared in 2010, and also known as the cell phone emoji. sometimes it is mentioned as the cell phone symbol.",,['📲'],0.043053355,-0.41841492,-0.59874034,-0.43399277,2,5,23.706478118896484,-18.850122451782227,5
1042,False,📴,mobile_phone_off,\U0001f4f4,\U0001f4f4,mobile phone off,[],"[':mobile_phone_off:\n(Github, Slack, Emojipedia)\n']","a sign indicating that mobile phones should be turned off. used in situations such as a cinema or live performance.
displayed as a mobile phone with the word off. previously shown with a cross instead of the word off on windows.

mobile phone off was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","a sign indicating that mobile phones should be turned off. used in situations such as a cinema or live performance.
displayed as a mobile phone with the word off. previously shown with a cross instead of the word off on windows.","mobile phone off was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.",the mobile phone off emoji was added to the symbols category in 2010 as part of unicode 6.0 standard. this is a mature emoji and it should work on most devices.,,[],-0.08154779,-0.63966024,-0.86937064,-0.74188733,2,5,21.967042922973633,-19.337465286254883,5
1043,False,📲,mobile_phone_with_arrow,\U0001f4f2,\U0001f4f2,mobile phone with arrow,"['phone call', 'phone with arrow', 'pointing to phone']","[':calling:\n(Github, Slack)\n', ':mobile_phone_with_arrow:\n(Emojipedia)\n']","a mobile phone (cell phone) with a rightward arrow pointed at it from the left. intended to indicate an incoming call or message, but used to represent mobile phones, technology, and communication more generally.
arrow color varies, but is often blue. vendors implement the same design as 📱 mobile phone.

mobile phone with arrow was approved as part of unicode 6.0 in 2010
under the name “mobile phone with rightwards arrow at left”
and added to emoji 1.0 in 2015.
","a mobile phone (cell phone) with a rightward arrow pointed at it from the left. intended to indicate an incoming call or message, but used to represent mobile phones, technology, and communication more generally.
arrow color varies, but is often blue. vendors implement the same design as 📱 mobile phone.","mobile phone with arrow was approved as part of unicode 6.0 in 2010
under the name “mobile phone with rightwards arrow at left”
and added to emoji 1.0 in 2015.","it shows a smart phone with a blue arrow pointing to it from the left. this emoji means phone, a specific model, perhaps. mobile phone with arrow emoji could be used in reference to checking calls or messages.
the mobile phone with arrow emoji appeared in 2010, and also known as the cell phone emoji.",,['📱'],0.053561285,-0.9769049,-0.76487046,-0.52732533,2,5,23.926830291748047,-18.798547744750977,5
1044,False,🤑,money-mouth_face,\U0001f911,\U0001f911,money-mouth face,"['dollar sign eyes', 'money face', 'rich']","[':money_mouth_face:\n(Github, Slack, Emojipedia)\n']","a yellow face with raised eyebrows, dollar signs for eyes, and an open smile sticking out a tongue styled after a green, dollar banknote. some platforms depict the dollar-sign eyes in green circles.
used for a wide range of content dealing with money, including: making money, loving wealth, being or feeling rich, and concepts of success and excellence (e.g., on the money).

money-mouth face was approved as part of unicode 8.0 in 2015
and added to emoji 1.0 in 2015.
","a yellow face with raised eyebrows, dollar signs for eyes, and an open smile sticking out a tongue styled after a green, dollar banknote. some platforms depict the dollar-sign eyes in green circles.
used for a wide range of content dealing with money, including: making money, loving wealth, being or feeling rich, and concepts of success and excellence (e.g., on the money).","money-mouth face was approved as part of unicode 8.0 in 2015
and added to emoji 1.0 in 2015.","a smiling face with a banknote instead of a tongue and dollar signs instead of eyes is the emoji that indicates a love of money or a feeling of wealth. it generally refers to something expensive that you like or that offers you money. money-mouth face emoji can mean “i’ve won the lottery!” or “i got my salary today!”.
the money-mouth face emoji appeared in 2015, and also known as the money sign emoji. sometimes it is mentioned as the cash emoji.",,[],-0.8861818,-1.704585,-1.170906,-0.35503468,6,2,27.796541213989258,41.393775939941406,1
1045,False,💰,money_bag,\U0001f4b0,\U0001f4b0,money bag,"['moneybags', 'rich']","[':moneybag:\n(Github, Slack)\n', ':money_bag:\n(Emojipedia)\n']","a bag full of money. depicted as a sack, usually tan, tied off and displaying a dollar sign. may be filled with coins, as most platforms show a rounded bag.
commonly used for various content concerning wealth and money. 

money bag was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","a bag full of money. depicted as a sack, usually tan, tied off and displaying a dollar sign. may be filled with coins, as most platforms show a rounded bag.
commonly used for various content concerning wealth and money. ","money bag was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.","a bag with the symbol of the dollar on it is the emoji symbol for money. the more emoji are enumerated the bigger the amount referred to is. money bag emoji is commonly used instead of the word “cash”. it can mean something is very expensive or simply “i don’t have enough money to buy this!”.
the money bag emoji appeared in 2010, and also known as the money sign emoji. sometimes it is mentioned as the cash emoji.",commonly used for various content concerning wealth and money. ,[],-0.48709318,-0.37376022,-0.5941812,0.051233135,7,5,8.877695083618164,46.33562469482422,5
1046,False,💸,money_with_wings,\U0001f4b8,\U0001f4b8,money with wings,"['flying money', 'losing money']","[':money_with_wings:\n(Github, Slack, Emojipedia)\n']","a banded stack of u.s. dollar bills with feather wings, as if flying. its flight may represent losing, transferring, or earning money, but commonly used for wealth, money, and success more generally, often with a flourish or sense of flair.

money with wings was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","a banded stack of u.s. dollar bills with feather wings, as if flying. its flight may represent losing, transferring, or earning money, but commonly used for wealth, money, and success more generally, often with a flourish or sense of flair.","money with wings was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.","the image of a pile of three cash notes held together by a money clip that has wings attached is the emoji that represents that the money is flying away - it is being spent or lost. money with wings emoji can mean ""there goes this month's earnings."" or ""i was so close to winning this bet!"".
the money with wings emoji appeared in 2010, and also known as the money bag emoji.","a banded stack of u.s. dollar bills with feather wings, as if flying. its flight may represent losing, transferring, or earning money, but commonly used for wealth, money, and success more generally, often with a flourish or sense of flair.",[],-0.27800182,-0.45430538,-0.72303253,-0.42736638,7,5,9.802557945251465,46.37934494018555,5
1047,False,🐒,monkey,\U0001f412,\U0001f412,monkey,['cheeky monkey'],"[':monkey:\n(Github, Slack, Emojipedia)\n']","a monkey, a small primate with long limbs and tail for climbing trees. generally depicted as a cartoon-styled, brown monkey with a cheeky facial expression, shown in full profile facing left, sitting on its hind legs with a long, curled tail and round ears.
as with 🐵 monkey face, often used with a playful tone or for metaphorical senses of monkey.
one of the 12 animals of the chinese zodiac.
whatsapp’s monkey is facing right, facebook’s has shaggy hair.
this emoji is considered racist in some contexts, especially when used to disparage, insult, and abuse people with dark skin, especially black people.

monkey was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","a monkey, a small primate with long limbs and tail for climbing trees. generally depicted as a cartoon-styled, brown monkey with a cheeky facial expression, shown in full profile facing left, sitting on its hind legs with a long, curled tail and round ears.
as with 🐵 monkey face, often used with a playful tone or for metaphorical senses of monkey.
one of the 12 animals of the chinese zodiac.
whatsapp’s monkey is facing right, facebook’s has shaggy hair.
this emoji is considered racist in some contexts, especially when used to disparage, insult, and abuse people with dark skin, especially black people.","monkey was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.","this symbol represents a small monkey showed in a kind-of naturalistic way. monkey emoji is a very simple emoji usually used for its literal meaning when talking about wild and funny animals such as monkeys. animal-related emoji are commonly found in conversations about zoo, parks or wild scenarios as the forest.
the monkey emoji appeared in 2010, and also known as the sock emoji.","as with 🐵 monkey face, often used with a playful tone or for metaphorical senses of monkey.",['🐵'],-0.03447717,-0.28951985,-0.36521474,0.4669542,3,2,-27.574626922607422,40.104801177978516,3
1048,False,🐵,monkey_face,\U0001f435,\U0001f435,monkey face,['monkey head'],"[':monkey_face:\n(Github, Slack, Emojipedia)\n']","a friendly, cartoon-styled face of a monkey, looking straight ahead. depicted as a brown-haired monkey with a tan or pinkish face, round ears, nostrils, and open-mouthed grin.
as with the full-bodied 🐒 monkey, often used with a playful tone or for metaphorical senses of monkey.
one of the 12 animals of the chinese zodiac. available as an apple animoji.
vendors implement the same or similar monkey face in their three wise monkeys emojis: 🙈 see-no-evil monkey, 🙉 hear-no-evil monkey, and 🙊 speak-no-evil monkey.
facebook’s monkey previously resembled 🐻 bear face.
this emoji is considered racist in some contexts.

monkey face was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","a friendly, cartoon-styled face of a monkey, looking straight ahead. depicted as a brown-haired monkey with a tan or pinkish face, round ears, nostrils, and open-mouthed grin.
as with the full-bodied 🐒 monkey, often used with a playful tone or for metaphorical senses of monkey.
one of the 12 animals of the chinese zodiac. available as an apple animoji.
vendors implement the same or similar monkey face in their three wise monkeys emojis: 🙈 see-no-evil monkey, 🙉 hear-no-evil monkey, and 🙊 speak-no-evil monkey.
facebook’s monkey previously resembled 🐻 bear face.
this emoji is considered racist in some contexts.","monkey face was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.","monkey face emoji shows a monkey with eyes open, smiling. it references the animal, and takes on a light and playful tone. this emoji could be used in a joking manner; clowning around or in reference to a monkey.","as with the full-bodied 🐒 monkey, often used with a playful tone or for metaphorical senses of monkey.","['🙊', '🐒', '🙉', '🐻', '🙈']",-0.27350688,-0.6414619,-0.7782004,0.05584473,2,2,-25.619462966918945,36.91037368774414,3
1049,False,🥮,moon_cake,\U0001f96e,\U0001f96e,moon cake,[],"[':moon_cake:\n(Github, Slack, Emojipedia)\n']","the round, golden-brown pastry of a chinese mooncake, a traditional delicacy and lunar symbol of the mid-autumn festival. many platforms feature a design or character imprinted on the crust, and depict a slice cut out to show a brown paste with a duck egg yolk inside. twitter displays the chinese character for “fall/autumn” or “harvest” (秋) on top.

moon cake was approved as part of unicode 11.0 in 2018
and added to emoji 11.0 in 2018.
","the round, golden-brown pastry of a chinese mooncake, a traditional delicacy and lunar symbol of the mid-autumn festival. many platforms feature a design or character imprinted on the crust, and depict a slice cut out to show a brown paste with a duck egg yolk inside. twitter displays the chinese character for “fall/autumn” or “harvest” (秋) on top.","moon cake was approved as part of unicode 11.0 in 2018
and added to emoji 11.0 in 2018.","the moon cake emoji was added to the food & drink category in 2018 as part of unicode 11.0 standard. this is a very new emoji, so most likely it will not be displayed on most devices.",,[],0.14467947,-0.3219595,-0.4473598,0.17439361,3,6,-15.820745468139648,0.896364152431488,3
1050,False,🎑,moon_viewing_ceremony,\U0001f391,\U0001f391,moon viewing ceremony,"['grass, dumplings and moon', 'harvest moon', 'mid-autumn festival', 'tsukimi']","[':rice_scene:\n(Github, Slack)\n', ':moon_viewing_ceremony:\n(Emojipedia)\n']","moon viewing ceremonies (called tsukimi in japan) are held each year in autumn to celebrate the full moon and waxing moon in japan.
this symbol shows japanese pampas grass and dango (sweet dessert food) which are used in the ceremony, as well as the moon in the background.

moon viewing ceremony was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","moon viewing ceremonies (called tsukimi in japan) are held each year in autumn to celebrate the full moon and waxing moon in japan.
this symbol shows japanese pampas grass and dango (sweet dessert food) which are used in the ceremony, as well as the moon in the background.","moon viewing ceremony was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.",the moon viewing ceremony emoji was added to the activities category in 2010 as part of unicode 6.0 standard. this is a mature emoji and it should work on most devices.,"this symbol shows japanese pampas grass and dango (sweet dessert food) which are used in the ceremony, as well as the moon in the background.",[],0.4507372,-0.09045066,0.11779484,-0.17481723,3,0,4.200613975524902,-4.176139831542969,7
1051,False,🕌,mosque,\U0001f54c,\U0001f54c,mosque,"['domed roof', 'minaret']","[':mosque:\n(Github, Slack, Emojipedia)\n']","a mosque building, a place of worship for followers of islam. shown with a domed roof and a minaret.

mosque was approved as part of unicode 8.0 in 2015
and added to emoji 1.0 in 2015.
","a mosque building, a place of worship for followers of islam. shown with a domed roof and a minaret.","mosque was approved as part of unicode 8.0 in 2015
and added to emoji 1.0 in 2015.","the image of a building with a domed roof and a minaret or with the sign of a crescent moon on top is the emoji that represents a mosque. a mosque building is a place of worship for followes of islam. mosque emoji can mean ""this is one of the first mosques ever built in the city."" or ""this mosque is their holy place."".",,[],0.3151496,0.0660353,0.63392925,0.2827894,3,6,41.69455337524414,-22.99907112121582,5
1052,False,🦟,mosquito,\U0001f99f,\U0001f99f,mosquito,[],"[':mosquito:\n(Github, Slack, Emojipedia)\n']","a mosquito, a type of bloodsucking fly. depicted as a brown or black mosquito on its six, long legs, with wings, long abdomen, and needle-like mouth. variously shown from above or facing left.
may be used to represent various insects, other bugs and bug bites, and insect-borne diseases (e.g., malaria). may also be used for metaphorical pests.
facebook’s mosquito has a red abdomen, as if filled with blood.

mosquito was approved as part of unicode 11.0 in 2018
and added to emoji 11.0 in 2018.
","a mosquito, a type of bloodsucking fly. depicted as a brown or black mosquito on its six, long legs, with wings, long abdomen, and needle-like mouth. variously shown from above or facing left.
may be used to represent various insects, other bugs and bug bites, and insect-borne diseases (e.g., malaria). may also be used for metaphorical pests.
facebook’s mosquito has a red abdomen, as if filled with blood.","mosquito was approved as part of unicode 11.0 in 2018
and added to emoji 11.0 in 2018.","the mosquito emoji was added to the animals & nature category in 2018 as part of unicode 11.0 standard. this is a very new emoji, so most likely it will not be displayed on most devices.",,[],0.05158619,-0.47012368,-0.3178339,0.42992136,2,6,3.5745134353637695,29.368955612182617,5
1053,False,🛥️,motor_boat,\U0001f6e5\ufe0f,\U0001f6e5,motor boat,[],"[':motor_boat:\n(Github, Slack, Emojipedia)\n']","
motor boat was approved as part of unicode 7.0 in 2014
and added to emoji 1.0 in 2015.
",,"motor boat was approved as part of unicode 7.0 in 2014
and added to emoji 1.0 in 2015.",the motor boat emoji was added to the travel & places category in 2014 as part of unicode 7.0 standard. this is a mature emoji and it should work on most devices.,,[],-0.07330201,0.1233873,0.2602338,-0.0004219,3,3,45.77356719970703,-8.605387687683105,5
1054,False,🛵,motor_scooter,\U0001f6f5,\U0001f6f5,motor scooter,"['motor bike', 'motor cycle', 'vespa']","[':motor_scooter:\n(Github, Slack, Emojipedia)\n']","a motor scooter, which may be displayed as any type of motorbike with or without a step-through frame. distinct from the racing motorcycle, which is used for sport, not transport.

motor scooter was approved as part of unicode 9.0 in 2016
and added to emoji 3.0 in 2016.
","a motor scooter, which may be displayed as any type of motorbike with or without a step-through frame. distinct from the racing motorcycle, which is used for sport, not transport.","motor scooter was approved as part of unicode 9.0 in 2016
and added to emoji 3.0 in 2016.","the image of a motor schooter is the emoji that symbolizes a motorcycle or a scooter. it can also refer to a motorcycle race or to the sport of riding a motor scooter. motor scooter emoji can mean ""i have never riden in a competition before."" or ""i want to buy a better motor scooter/motorcycle!"".","a motor scooter, which may be displayed as any type of motorbike with or without a step-through frame. distinct from the racing motorcycle, which is used for sport, not transport.",[],-0.26718852,-0.052415125,-0.055222303,-0.004534224,7,6,47.646759033203125,-7.966526508331299,5
1055,False,🏍️,motorcycle,\U0001f3cd\ufe0f,\U0001f3cd,motorcycle,"['motorbike', 'motorcycle']","[':motorcycle:\n(Github, Emojipedia)\n', ':racing_motorcycle:\n(Slack)\n']","a motorcycle, otherwise known as a motorbike used for sport/racing purposes. for a transport-based motorcycle, use a motor scooter.

motorcycle was approved as part of unicode 7.0 in 2014
under the name “racing motorcycle”
and added to emoji 1.0 in 2015.
","a motorcycle, otherwise known as a motorbike used for sport/racing purposes. for a transport-based motorcycle, use a motor scooter.","motorcycle was approved as part of unicode 7.0 in 2014
under the name “racing motorcycle”
and added to emoji 1.0 in 2015.","the image of a racing motorcycle is the emoji symbol for motorbikes or motoscooters. it can refer to both a vehicle used for sport/racing purposes besides the transport-based purpose. motorcycle emoji can mean ""let's go to the races!"" or ""i want to buy a motorcycle and ride it to school!"".","a motorcycle, otherwise known as a motorbike used for sport/racing purposes. for a transport-based motorcycle, use a motor scooter.",[],0.12567647,-0.07273707,0.3144735,0.3584804,3,6,3.9291129112243652,-23.39508819580078,5
1056,False,🦼,motorized_wheelchair,\U0001f9bc,\U0001f9bc,motorized wheelchair,[],"[':motorized_wheelchair:\n(Github, Slack, Emojipedia)\n']","a motorized wheelchair. most platforms show a red and black or blue and black wheelchair. distinct from ♿ wheelchair symbol which is used as signage to indicate accessible facilities. see also 👩‍🦼woman in motorized wheelchair or 👨‍🦼man in motorized wheelchair.
🦽 manual wheelchair was approved at the same time as this emoji.

motorized wheelchair was approved as part of unicode 12.0 in 2019
and added to emoji 12.0 in 2019.
","a motorized wheelchair. most platforms show a red and black or blue and black wheelchair. distinct from ♿ wheelchair symbol which is used as signage to indicate accessible facilities. see also 👩‍🦼woman in motorized wheelchair or 👨‍🦼man in motorized wheelchair.
🦽 manual wheelchair was approved at the same time as this emoji.","motorized wheelchair was approved as part of unicode 12.0 in 2019
and added to emoji 12.0 in 2019.",,a motorized wheelchair. most platforms show a red and black or blue and black wheelchair. distinct from ♿ wheelchair symbol which is used as signage to indicate accessible facilities. see also 👩‍🦼woman in motorized wheelchair or 👨‍🦼man in motorized wheelchair.,"['👨\u200d🦼', '👩\u200d🦼', '👨', '👩', '🦽', '♿', '🦼']",0.066588506,-0.18360412,0.38624796,0.7099797,3,1,3.225330352783203,25.834264755249023,5
1057,False,🛣️,motorway,\U0001f6e3\ufe0f,\U0001f6e3,motorway,"['highway', 'interstate', 'road']","[':motorway:\n(Github, Slack, Emojipedia)\n']","a wide road shown from a first person perspective. apple's artwork displays a road sign to curpertino.

motorway was approved as part of unicode 7.0 in 2014
and added to emoji 1.0 in 2015.
",a wide road shown from a first person perspective. apple's artwork displays a road sign to curpertino.,"motorway was approved as part of unicode 7.0 in 2014
and added to emoji 1.0 in 2015.",the motorway emoji was added to the travel & places category in 2014 as part of unicode 7.0 standard. this is a mature emoji and it should work on most devices.,,[],0.4560862,-0.24635705,0.33325034,0.29978877,3,0,45.56057357788086,-8.402082443237305,5
1058,False,🗻,mount_fuji,\U0001f5fb,\U0001f5fb,mount fuji,"['fuji-san', 'snow-capped mountain']","[':mount_fuji:\n(Github, Slack, Emojipedia)\n']","mount fuji (called fuji-san in japan) is the largest mountain in japan. often seen with snow on the peak in colder months of the year.
it is considered lucky in japan to dream of mt fuji in the first dream of the new year.

mount fuji was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","mount fuji (called fuji-san in japan) is the largest mountain in japan. often seen with snow on the peak in colder months of the year.
it is considered lucky in japan to dream of mt fuji in the first dream of the new year.","mount fuji was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.",the mount fuji emoji was added to the travel & places category in 2010 as part of unicode 6.0 standard. this is a mature emoji and it should work on most devices.,,[],0.4143242,-0.13632251,0.33888328,0.2122013,3,0,35.13507843017578,-12.988430976867676,5
1059,False,⛰️,mountain,\u26f0\ufe0f,\u26f0,mountain,[],"[':mountain:\n(Github, Slack, Emojipedia)\n']","a mountain shown with two peaks and blue sky. similar to the snow capped mountain emoji.

mountain was approved as part of unicode 5.2 in 2009
and added to emoji 1.0 in 2015.
",a mountain shown with two peaks and blue sky. similar to the snow capped mountain emoji.,"mountain was approved as part of unicode 5.2 in 2009
and added to emoji 1.0 in 2015.","the image of a mountain is the emoji that symbolizes this specific type of landform. it can refer to the mountainside as a place or destination or it be used metaphorical when referring to something big or majestic or resilient hence the expression ""as strong/big as a mountain"". mountain emoji can also mean ""i'm going to the mountainside this winter.""",,[],0.4064171,-0.15974984,0.18742171,-0.016571403,3,1,1.3030139207839966,-49.602352142333984,0
1060,False,🚠,mountain_cableway,\U0001f6a0,\U0001f6a0,mountain cableway,[],"[':mountain_cableway:\n(Github, Slack, Emojipedia)\n']","
mountain cableway was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
",,"mountain cableway was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.",the mountain cableway emoji was added to the travel & places category in 2010 as part of unicode 6.0 standard. this is a mature emoji and it should work on most devices.,,[],0.48625425,0.01590427,0.4610565,0.09551436,3,3,-1.8894561529159546,11.880326271057129,5
1061,False,🚞,mountain_railway,\U0001f69e,\U0001f69e,mountain railway,"['funicular', 'train and mountain']","[':mountain_railway:\n(Github, Slack, Emojipedia)\n']","a train and railway in the mountains.
previously displayed as a funicular in microsoft’s artwork. android also previously displayed this train as front-facing and leaving a tunnel, which appeared similarly to the metro emoji at small sizes.

mountain railway was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.
","a train and railway in the mountains.
previously displayed as a funicular in microsoft’s artwork. android also previously displayed this train as front-facing and leaving a tunnel, which appeared similarly to the metro emoji at small sizes.","mountain railway was approved as part of unicode 6.0 in 2010
and added to emoji 1.0 in 2015.",the mountain railway emoji was added to the travel & places category in 2010 as part of unicode 6.0 standard. this is a mature emoji and it should work on most devices.,,[],0.52437866,0.08559183,0.44895285,0.12793604,3,1,-2.5190062522888184,12.978147506713867,5
